frame,dense_gflops,reti_gflops,energy_savings_pct,sensing_latency_ms
000087.png,45.2,45.25,-0.11061946902655162,23.37616600561887
000088.png,45.2,45.25,-0.11061946902655162,24.013582966290414
000089.png,45.2,45.25,-0.11061946902655162,23.952874937094748
000090.png,45.2,45.25,-0.11061946902655162,25.344708934426308
000091.png,45.2,45.25,-0.11061946902655162,24.84391606412828
000092.png,45.2,45.25,-0.11061946902655162,23.820290924049914
000093.png,45.2,36.98880837359098,18.166353155772175,25.273125036619604
000094.png,45.2,40.15499194847021,11.16152223789777,24.10083299037069
000095.png,45.2,40.19138486312399,11.081006939991166,24.484290974214673
000096.png,45.2,40.409742351046695,10.597915152551563,24.108875077217817
000097.png,45.2,34.22294685990338,24.28551579667394,24.207000038586557
000098.png,45.2,45.25,-0.11061946902655162,23.482916061766446
000099.png,45.2,45.25,-0.11061946902655162,23.577042040415108
000100.png,45.2,45.25,-0.11061946902655162,23.127792053855956
000101.png,45.2,45.25,-0.11061946902655162,22.941833012737334
000102.png,45.2,45.25,-0.11061946902655162,23.66670803166926
000103.png,45.2,30.074154589371982,33.46425975802659,23.713417001999915
000104.png,45.2,45.25,-0.11061946902655162,23.221708019264042
000105.png,45.2,45.25,-0.11061946902655162,23.749083979055285
000106.png,45.2,45.25,-0.11061946902655162,23.422209080308676
000107.png,45.2,45.25,-0.11061946902655162,22.08516700193286
000108.png,45.2,45.25,-0.11061946902655162,21.778499940410256
000109.png,45.2,45.25,-0.11061946902655162,21.265959017910063
000110.png,45.2,45.25,-0.11061946902655162,21.4027080219239
000111.png,45.2,45.25,-0.11061946902655162,21.077999961562455
000112.png,45.2,45.25,-0.11061946902655162,21.09279204159975
000113.png,45.2,45.25,-0.11061946902655162,20.116165978834033
000114.png,45.2,45.25,-0.11061946902655162,21.746500045992434
000115.png,45.2,45.25,-0.11061946902655162,20.85791598074138
000116.png,45.2,45.25,-0.11061946902655162,20.758291939273477
000117.png,45.2,19.367941384863126,57.15057215738246,20.374458050355315
000118.png,45.2,23.089626409017715,48.9167557322617,20.558707998134196
000119.png,45.2,45.25,-0.11061946902655162,20.183458109386265
000120.png,45.2,29.09853333333334,35.622713864306775,19.77495790924877
000121.png,45.2,45.25,-0.11061946902655162,21.176583017222583
000122.png,45.2,45.25,-0.11061946902655162,21.193958935327828
000123.png,45.2,45.25,-0.11061946902655162,21.123584010638297
000124.png,45.2,45.14082125603865,0.13092642469325622,20.478416932746768
000125.png,45.2,40.26417069243156,10.919976344177961,19.64095898438245
000126.png,45.2,45.25,-0.11061946902655162,21.947583998553455
000127.png,45.2,42.92085346215781,5.042359596996004,24.30333395022899
000128.png,45.2,45.25,-0.11061946902655162,21.326791029423475
000129.png,45.2,45.25,-0.11061946902655162,21.090750000439584
000130.png,45.2,45.25,-0.11061946902655162,22.06691598985344
000131.png,45.2,45.25,-0.11061946902655162,21.171291009522974
000132.png,45.2,45.25,-0.11061946902655162,20.75825002975762
000133.png,45.2,45.25,-0.11061946902655162,20.724750007502735
000134.png,45.2,45.25,-0.11061946902655162,20.392834092490375
000135.png,45.2,45.25,-0.11061946902655162,21.531499922275543
000136.png,45.2,45.25,-0.11061946902655162,21.248540957458317
000137.png,45.2,41.35537584541063,8.505805651746401,21.587291033938527
000138.png,45.2,33.88580289855072,25.031409516480707,20.82904102280736
000139.png,45.2,12.753553408480945,71.78417387504216,22.608416038565338
000140.png,45.2,45.25,-0.11061946902655162,20.696833031252027
000141.png,45.2,40.955636070853465,9.390185683952513,21.277999971061945
000142.png,45.2,45.25,-0.11061946902655162,21.342875086702406
000143.png,45.2,45.25,-0.11061946902655162,19.941249978728592
000144.png,45.2,45.25,-0.11061946902655162,20.815957919694483
000145.png,45.2,45.25,-0.11061946902655162,20.910333027131855
000146.png,45.2,45.25,-0.11061946902655162,20.858999923802912
000147.png,45.2,45.25,-0.11061946902655162,21.26641699578613
000148.png,45.2,45.25,-0.11061946902655162,21.28870796877891
000149.png,45.2,45.25,-0.11061946902655162,21.476374939084053
000150.png,45.2,30.620048309178745,32.25653028942755,22.42020796984434
000151.png,45.2,45.25,-0.11061946902655162,20.741499960422516
000152.png,45.2,45.25,-0.11061946902655162,20.856042043305933
000153.png,45.2,45.03164251207729,0.37247231841307515,19.962624995969236
000000.png,45.2,29.27351046698873,35.23559631197184,37.738166050985456
000001.png,45.2,16.281239935587763,63.97955766462884,22.19287503976375
000002.png,45.2,40.518921095008054,10.356369258831744,22.820750018581748
000003.png,45.2,45.25,-0.11061946902655162,22.449999931268394
000004.png,45.2,44.194605475040255,2.224324170264924,22.408125107176602
000005.png,45.2,8.947339774557168,80.20500049876733,22.879790980368853
000006.png,45.2,31.115962426194315,31.159375163286917,23.009584052488208
000007.png,45.2,43.321466666666666,4.156047197640122,22.80220901593566
000008.png,45.2,43.442,3.889380530973452,23.75662501435727
000009.png,45.2,43.0804,4.689380530973464,22.68608403392136
000010.png,45.2,14.972841867954912,66.87424365496702,22.31675002258271
000011.png,45.2,45.25,-0.11061946902655162,22.946584038436413
